OCCUPATION_TYPE,EMP_FEIN,EMP_NAICS,EMP_NUM_PAYROLL,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,JOB_AVG_WAGE,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,PRIMARY_WORKSITE_BLS_AREA,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Non-professional,32-0348879,722511,10,2001,"Cooks, Restaurant","$18,824.00","$20,000.00",Year,,Business Premises,Kingsville,TX,78363,Coastal Plains Region of Texas nonmetropolitan area,Y,N,N
College/University Teacher,41-0694747,611310,851,1866,Assistant Professor in Japanese,"$82,500.00",,Year,,Business Premises,Northfield,MN,55057,Southeast Minnesota nonmetropolitan area,Y,N,Y
Professional occupation,20-1854266,519130,117,2004,Engineering Manager,"$173,451.00","$385,000.00",Year,"$279,225.50",Business Premises,San Francisco,CA,94105,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,22-3939994,541330,9,2006,Project Engineer,"$116,834.00",,Year,"$116,834.00",Business Premises,Pennsauken,NJ,08109,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Y,N,N
Professional occupation,27-2524034,541511,46,2010,Java Developer,"$134,992.00","$134,992.00",Year,"$134,992.00",Business Premises,CARROLLTON,TX,75007,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,26-4277947,238210,2,2009,Electrician,"$58,157.00","$58,157.00",Year,,Business Premises,Niles,IL,60714,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,46-5577683,541511,48,2014,DEVELOPER,"$85,197.00",,Year,"$85,197.00",Business Premises,CRANBURY,NJ,08512,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,38-1880747,541330,114,1968,Senior Staff Engineer,"$72,571.00",,Year,"$72,571.00",Business Premises,Northville,MI,48168,"Detroit-Warren-Dearborn, MI",Y,N,N
Professional occupation,38-3382353,62211,61000,1997,Lead Application Development Analyst,"$130,000.00","$130,000.00",Year,"$130,000.00",Business Premises,Grand Rapids,MI,49525,"Grand Rapids-Wyoming, MI",Y,N,N
Professional occupation,99-0295085,532490,21,1992,Coordinator – Camera Rental Operations,"$59,280.00",,Year,"$59,280.00",Business Premises,Aiea,HI,96701,"Urban Honolulu, HI",Y,N,N
Non-professional,22-2591509,56173,10,1985,Landscape Laborer,$19.94,,Hour,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,11-3076198,327999,17,1991,Setter & Installer Marble,"$96,782.00","$96,782.00",Year,,Business Premises,Brooklyn,NY,11220,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,83-0741412,721110,12,2018,HOUSEKEEPING ,$14.06,$15.00,Hour,,Business Premises,Rapid City,SD,57701,"Rapid City, SD",Y,N,N
Professional occupation,84-2815494,52232,158,2018,"Software Engineer, Payments","$200,000.00",,Year,"$200,000.00",Business Premises,San Jose,CA,95113,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,13-3577870,511210,398,1990,Product Software Engineer III,"$150,197.00",,Year,"$150,197.00",Business Premises,Waltham,MA,02451,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,41-6011702,61131,73500,1919,Clinical Lab Technologist,"$45,427.00",,Year,"$45,427.00",Business Premises,Rochester,MN,55905,"Rochester, MN",Y,N,N
Professional occupation,13-2622036,448140,525,1967,"Infrastructure Manager, Network","$130,915.00","$146,000.00",Year,"$138,457.50",Business Premises,Nutley,NJ,07110,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,27-2230446,213112,98,2008,SENIOR CONSTRUCTION CONSULTANT,"$350,000.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Professional occupation,46-3113898,33232,17,2013,VP Sales and Marketing,"$260,000.00",,Year,"$260,000.00",Business Premises,Gardena,CA,90248,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,95-4119509,448,3020,1907,"Staff Engineer, Integration Competency Center","$126,402.00","$155,000.00",Year,"$140,701.00",Business Premises,Dallas,TX,75201,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,65-1296154,325199,200,2007,Scientist II,"$67,909.00","$84,886.00",Year,"$76,397.50",Business Premises,York,SC,29745,"Charlotte-Concord-Gastonia, NC-SC",Y,N,N
Professional occupation,94-2841595,52211,1167,1984,Digital Marketing Associate II (022340.000087),"$68,500.00","$100,700.00",Year,"$84,600.00",Business Premises,Las Vegas,NV,89113,"Las Vegas-Henderson-Paradise, NV",Y,N,N
Professional occupation,94-3401653,541511,73,2004,Software Developer,"$107,640.00",,Year,"$107,640.00",Business Premises,Oakland,CA,94612,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,27-2524034,541511,46,2010,Software Developer,"$134,992.00","$134,992.00",Year,"$134,992.00",Business Premises,CARROLLTON,TX,75007,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,22-2970828,511210,44,1971,Digital Transformation Integration Specialist,"$157,477.00",,Year,"$157,477.00",Business Premises,Parsippany,NJ,07054,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,47-4591785,541511,6,2015,Data Scientist,"$115,232.00","$115,232.00",Year,"$115,232.00",Business Premises,McKinney,TX,75070,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,45-4530238,561720,2,2012,CLEANERS,"$30,000.00",,Year,,Business Premises,BRANFORD,CT,06405,"New Haven, CT",Y,N,N
Non-professional,85-1275128,42512,2,2020,DISTRIBUTION ASSOCIATE,"$49,000.00","$50,000.00",Year,,Business Premises,DALLAS,TX,75225,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,27-0502454,337110,8,2009,SUPPLY MANAGEMENT SPECIALIST,"$44,158.00","$44,158.00",Year,"$44,158.00",Business Premises,OAK CREEK,WI,53154,"Milwaukee-Waukesha-West Allis, WI",Y,N,N
Professional occupation,13-3008895,722320,474,1979,Events Coordinator,"$114,629.00",,Year,"$114,629.00",Business Premises,Bronx,NY,10451,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,04-3472863,523920,400,1999,Head of Investment Analytics,"$128,200.00","$200,000.00",Year,"$164,100.00",Business Premises,Boston,MA,02116,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,86-1106510,51821,1719,2006,Salesforce Engineer,"$134,930.00","$154,930.00",Year,"$144,930.00",Business Premises,San Francisco,CA,94107,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,46-0766869,447110,4,2012,Accounts Payable Specialist,"$31,699.00","$31,699.00",Year,,Business Premises,Buffalo,TX,75831,Hill Country Region of Texas nonmetropolitan area,Y,N,N
Professional occupation,47-4223931,541519,48,2015,Software Developer ,"$133,640.00",,Year,"$133,640.00",Business Premises,Chantilly ,VA,20151,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Professional occupation,46-4501138,541512,14,2014,SOFTWARE ENGINEER,"$85,197.00",,Year,"$85,197.00",Business Premises,EAST BRUNSWICK,NJ,08816,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,84-1903436,541511,12,2019,Database Architect,"$112,632.00",,Year,"$112,632.00",Business Premises,Irving,TX,75039,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,41-6001402,611110,2000,1949,Elementary Chinese Immersion Teacher,"$47,215.00",,Year,"$47,215.00",Business Premises,Minnetonka,MN,55345,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,N,Y
Non-professional,54-1733108,3332,138,1955,Field Service Mechanic/Tech.,"$75,000.00",,Year,,Business Premises,Richmond,VA,23231,"Richmond, VA",Y,N,N
Professional occupation,22-3538509,541511,45,1997,Clinical Data Manager,"$102,500.00",,Year,"$102,500.00",Business Premises,South Plainfield,NJ,07080,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,35-2628127,53131,5,2018,Real Estate Acquisitions Associate ,"$83,907.00",,Year,"$83,907.00",Business Premises,Chicago,IL,60601,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,41-1815880,51119,1216,1977,Technical Consultant Manager,"$161,767.68",,Year,"$161,767.68",Business Premises,El Paso,TX,79902,"El Paso, TX",Y,N,N
Professional occupation,82-2737200,518210,26,2017,Sr. Software Developer,"$180,000.00","$180,000.00",Year,"$180,000.00",Business Premises,Palo Alto,CA,94306,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Non-professional,83-0635123,812113,17,2018,Nails Technician,"$40,000.00",,Year,,Business Premises,Louisville,CO,80027,"Denver-Aurora-Lakewood, CO",Y,N,N
Professional occupation,80-0214252,541511,344,2008,UX Designer,"$113,500.00",,Year,"$113,500.00",Business Premises,Raleigh,NC,27601,"Raleigh, NC",Y,N,N
Professional occupation,16-1317836,541512,58,1987,Lead System Engineer,"$118,061.00",,Year,"$118,061.00",Business Premises,Austin,TX,78745,"Austin-Round Rock, TX",Y,N,N
Professional occupation,34-0797057,52211,17000,1825,Java/Angular Technical Lead,"$135,000.00",,Year,"$135,000.00",Business Premises,Cleveland,OH,44114,"Cleveland-Elyria, OH",Y,N,N
Non-professional,87-4250242,8141,1,2015,Live-In Caregiver,"$23,899.00",,Year,,Employer's private household (includes live-in and domestic household worker),Miramar,FL,33029,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,N
Non-professional,20-0586321,722515,30,2002,Counter Attendant,"$33,000.00",,Year,,Business Premises,Worcester,MA,01604,"Worcester, MA-CT",Y,N,N
Non-professional,86-3345148,81411,0,2021,Childcare Worker,"$39,500.00",,Year,,Employer's private household (includes live-in and domestic household worker),San Diego,CA,92130,"San Diego-Carlsbad, CA",Y,N,N
Non-professional,92-0733303,814110,0,2022,Nanny,"$34,902.40","$34,902.40",Year,,Employer's private household (includes live-in and domestic household worker),La Jolla ,CA,92037,"San Diego-Carlsbad, CA",Y,N,N
Non-professional,95-3579634,42499,51,1980,Office Manager,"$69,368.00",,Year,,Business Premises,Santa Fe Springs,CA,90670,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,20-0702855,722511,10,2011,"Cook, Restaurant","$39,000.00",,Year,,Business Premises,Sunnyside,WA,98944,"Yakima, WA",Y,N,N
Professional occupation,36-4011543,519110,18,1954,Director - Assistant Controller,"$160,000.00",,Year,"$160,000.00",Business Premises,McLean ,VA,22102,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Professional occupation,88-1402547,524210,35,2022,Insurance Agent,"$35,000.00","$35,000.00",Year,"$35,000.00",Business Premises,Orlando,FL,32809,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Non-professional,83-0528236,722515,5,2018,Bookkeeper,"$27,664.00","$27,664.00",Year,,Business Premises,Miami,FL,33179,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,20-0534829,541380,6,2004,HYDROGEOLOGIST,"$98,134.99",,Year,"$98,134.99",Business Premises,PASADENA,CA,91104,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,36-4076619,541511,19,1996,Marketing Manager,"$110,885.00",,Year,"$110,885.00",Business Premises,Chicago,IL,60604,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,26-3607129,519130,3008,2009,Software Engineer,"$190,000.00","$218,600.00",Year,"$204,300.00",Business Premises,Seattle,WA,98101,"Seattle-Tacoma-Bellevue, WA",Y,N,N
Professional occupation,58-1494307,561320,1375,1983,Java Developer,"$102,211.00","$150,000.00",Year,"$126,105.50",Business Premises,Atlanta,GA,30346,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,06-1244599,33351,893,1969,Training Engineer,"$91,354.00","$94,952.00",Year,"$93,153.00",Business Premises,Farmington,CT,06032,"Hartford-West Hartford-East Hartford, CT",Y,N,N
Professional occupation,51-0413489,541511,335,2001,Data Scientist Team Lead,"$160,000.00",,Year,"$160,000.00",Business Premises,Mountain View,CA,94040,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Non-professional,30-0325106,624410,33,2005,Preschool Teacher,"$29,203.00","$29,203.00",Year,,Business Premises,Falls Church,VA,22042,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Non-professional,84-3069234,623311,6,2009,PUBLIC RELATIONS MANAGER,"$121,638.00","$121,638.00",Year,,Business Premises,DAVIS,CA,95618,"Sacramento--Roseville--Arden-Arcade, CA",Y,N,N
Professional occupation,45-3608766,492110,3,2011,Administrative Assistant ,"$45,490.00",,Year,"$45,490.00",Business Premises,Fort Lauderdale ,FL,33309,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,95-2743174,531390,207,1906,Program Manager [SOC: 15-1299.09],"$127,000.00",,Year,"$127,000.00",Business Premises,Dallas,TX,75201,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,27-3969329,5416,8,2010,Sr. Computer Systems Engineer,"$124,987.00","$133,000.00",Year,"$128,993.50",Business Premises,WOODLAND HILLS,CA,91367,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,22-2591509,56173,10,1985,Landscape Laborer,$19.94,,Hour,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,88-1511981,81411,0,2022,NANNY,"$36,000.00","$36,000.00",Year,,Employer's private household (includes live-in and domestic household worker),ELGIN,IL,60124,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,82-3437062,334413,156,2017,Senior Principal Hardware Engineer,"$232,000.00","$242,000.00",Year,"$237,000.00",Business Premises,SANTA CLARA,CA,95054,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,57-1161313,541511,190,2003,Programmer Analyst (Multiple Openings),"$109,000.00","$131,000.00",Year,"$120,000.00",Business Premises,Fremont,CA,94538,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,75-3099576,3363,398,2003,HR Specialist,"$40,000.00","$50,000.00",Year,"$45,000.00",Business Premises,Greenville,AL,36037,Southeast Alabama nonmetropolitan area,Y,N,N
Non-professional,20-2351747,722511,15,2005,Chinese Specialty Food Cook,"$29,515.00","$29,515.00",Year,,Business Premises,Metairie,LA,70006,"New Orleans-Metairie, LA",Y,N,N
Professional occupation,27-2524034,541511,46,2010,Software Developer,"$134,992.00","$134,992.00",Year,"$134,992.00",Business Premises,CARROLLTON,TX,75007,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,56-1797751,722513,100,2000,Restaurant Manager,"$72,654.00","$72,654.00",Year,,Business Premises,Raleigh,NC,27616,"Raleigh, NC",Y,N,N
Professional occupation,20-3955020,541519,54,2005,Sr. Software Developer,"$136,947.00","$136,947.00",Year,"$136,947.00",Business Premises,Princeton,NJ,08540,"Trenton, NJ",Y,N,N
Professional occupation,26-3607129,519130,3008,2009,"Technology Partner, Enterprise Systems","$174,040.00","$196,900.00",Year,"$185,470.00",Business Premises,San Francisco,CA,94107,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,56-0167230,333924,1950,1926,Sr. Data Engineer,"$151,500.00",,Year,"$151,500.00",Business Premises,Charlotte,NC,28269,"Charlotte-Concord-Gastonia, NC-SC",Y,N,N
Professional occupation,20-1821766,541511,87,2013,Senior Technical Specialist,"$117,042.00",,Year,"$117,042.00",Business Premises,Edison,NJ,08837,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,47-4292310,541511,32,2015,Technical Lead Developer,"$172,245.00",,Year,"$172,245.00",Business Premises,Temple Terrace,FL,33637,"Tampa-St. Petersburg-Clearwater, FL",Y,N,N
Professional occupation,26-3607129,519130,3008,2009,Software Engineer,"$180,000.00","$218,600.00",Year,"$199,300.00",Business Premises,Seattle,WA,98101,"Seattle-Tacoma-Bellevue, WA",Y,N,N
Non-professional,84-3616696,541320,70,1926,IRRIGATION SYSTEMS TECHNICIAN,"$39,187.00","$39,187.00",Year,,Business Premises,CHAGRIN FALLS,OH,44023,"Cleveland-Elyria, OH",Y,N,N
Non-professional,27-3699419,337110,103,2011,Logistics Manager,"$87,859.00","$87,859.00",Year,,Business Premises,Chicago,IL,60609,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,33-1151291,522320,1189,2007,Quality Assurance Engineer,"$145,000.00",,Year,"$145,000.00",Business Premises,Boston,MA,02110,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Non-professional,91-1664897,115310,9,1994,FOREMAN,"$44,554.00","$44,554.00",Year,,Business Premises,YELM,WA,98597,"Olympia-Tumwater, WA",Y,N,Y
Non-professional,85-1798983,624410,1,2020, LIVE-IN NANNY,"$43,098.00",,Year,,Employer's private household (includes live-in and domestic household worker),Mountain View,CA,94041,"San Jose-Sunnyvale-Santa Clara, CA",Y,Y,N
Non-professional,47-1428182,484210,0,2014,Labor and Materials Mover,"$24,128.00",,Year,,Business Premises,Tampa,FL,33602,"Tampa-St. Petersburg-Clearwater, FL",Y,N,N
Non-professional,91-1664897,115310,9,1994,FOREMAN,"$44,554.00","$44,554.00",Year,,Business Premises,YELM,WA,98597,"Olympia-Tumwater, WA",Y,N,Y
Non-professional,85-2924375,814110,0,2020,NANNY,"$36,234.00",,Year,,Employer's private household (includes live-in and domestic household worker),MARINA DEL REY,CA,90292,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,N
Professional occupation,65-0548542,524210,4,1994,Insurance Customer Service Representative,"$41,725.00","$41,725.00",Year,"$41,725.00",Business Premises,Hollywood,FL,33021,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,Y
Professional occupation,26-1432110,512110,63,2007,Digital Media Worker,"$44,200.00",,Year,"$44,200.00",Business Premises,Missoula,MT,59802,"Missoula, MT",Y,N,N
Non-professional,71-0985032,238320,1,2005,"Painters, Construction, and Maintenance ","$32,843.00","$32,843.00",Year,,Business Premises,Temecula ,CA,92592,"Riverside-San Bernardino-Ontario, CA",Y,N,N
Non-professional,47-1428182,484210,0,2014,Labor and Materials Mover,"$24,128.00",,Year,,Business Premises,Tampa,FL,33602,"Tampa-St. Petersburg-Clearwater, FL",Y,N,N
Professional occupation,81-4143307,541511,254,2016,Software Developer / Analyst ,"$68,827.00",,Year,"$68,827.00",Business Premises,Durant,OK,74701,Southeast Oklahoma nonmetropolitan area,Y,N,N
Non-professional,46-4851116,56173,5,2014,GROUNDS FOREMAN ,"$57,117.00","$60,320.00",Year,,Business Premises,DENVER,CO,80211,"Denver-Aurora-Lakewood, CO",Y,N,N
Non-professional,91-1664897,115310,9,1994,FOREMAN,"$44,554.00","$44,554.00",Year,,Business Premises,YELM,WA,98597,"Olympia-Tumwater, WA",Y,N,Y
Non-professional,27-4442305,11119,1,2011,Agricultural Equipment Operator,"$46,904.00",,Year,,Business Premises,Munich,ND,58352,East North Dakota nonmetropolitan area,Y,N,N
Professional occupation,98-0154401,541511,9523,1996,Management Consultant,"$97,198.00","$153,000.00",Year,"$125,099.00",Business Premises,East Brunswick,NJ,08816,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,98-0154401,541511,9523,1996,Management Consultant,"$97,198.00","$153,000.00",Year,"$125,099.00",Business Premises,East Brunswick,NJ,08816,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,98-0154401,541511,9500,1996,System Administrator,"$90,542.00","$148,000.00",Year,"$119,271.00",Business Premises,East Brunswick,NJ,08816,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,47-3556480,336111,7443,2015,"Sr. Quality Engineer, Stamping","$109,140.00",,Year,"$109,140.00",Business Premises,Normal,IL,61761,"Bloomington, IL",Y,N,N
Professional occupation,46-5571152,45619,292,2014,Principal Software Engineer,"$115,000.00","$151,000.00",Year,"$133,000.00",Business Premises,Scottsdale,AZ,85258,"Phoenix-Mesa-Scottsdale, AZ",Y,N,N
Professional occupation,47-3556480,336111,2329,2015,Quality Data Analyst,"$144,000.00","$145,000.00",Year,"$144,500.00",Business Premises,Irvine,CA,92606,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,13-3793058,54171,584,1995,Powertrain EE Associate Engineer,"$77,500.00","$97,500.00",Year,"$87,500.00",Business Premises,Farmington Hills,MI,48331,"Detroit-Warren-Dearborn, MI",Y,N,N
